#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A68A76
#Date Time: 2019-03-19 09:03:45.091
#Sample rate: 4e+06Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: 300 mV
#Channel 2: Range: 2 V/div Offset: -4 V
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Amplitude: 100 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-1.75e-05,0.00721821,-0.601685
-1.725e-05,0.00721821,-0.595055
-1.7e-05,0.0039218,-0.581795
-1.675e-05,0.0105146,-0.568536
-1.65e-05,0.0105146,-0.558591
-1.625e-05,0.00721821,-0.548646
-1.6e-05,0.00721821,-0.535386
-1.575e-05,0.00721821,-0.525441
-1.55e-05,0.00721821,-0.518812
-1.525e-05,0.00721821,-0.502237
-1.5e-05,0.00721821,-0.485662
-1.475e-05,0.0039218,-0.472403
-1.45e-05,0.00721821,-0.459143
-1.425e-05,0.00721821,-0.452513
-1.4e-05,0.00721821,-0.442568
-1.375e-05,0.00721821,-0.439253
-1.35e-05,0.00721821,-0.432623
-1.325e-05,0.0039218,-0.429308
-1.3e-05,0.00721821,-0.425993
-1.275e-05,0.0039218,-0.429308
-1.25e-05,0.0039218,-0.422679
-1.225e-05,0.00721821,-0.416049
-1.2e-05,0.000625387,-0.412734
-1.175e-05,0.0039218,-0.406104
-1.15e-05,0.0039218,-0.396159
-1.125e-05,0.0039218,-0.382899
-1.1e-05,-0.00267102,-0.372955
-1.075e-05,-0.00596743,-0.359695
-1.05e-05,-0.00267102,-0.35638
-1.025e-05,0.000625387,-0.34312
-1e-05,0.000625387,-0.32986
-9.75e-06,0.0039218,-0.323231
-9.5e-06,0.00721821,-0.306656
-9.25e-06,0.0039218,-0.293396
-9e-06,0.00721821,-0.283451
-8.75e-06,0.0039218,-0.273507
-8.5e-06,0.00721821,-0.263562
-8.25e-06,0.000625387,-0.256932
-8e-06,0.0039218,-0.250302
-7.75e-06,0.0039218,-0.243672
-7.5e-06,0.000625387,-0.237042
-7.25e-06,0.0039218,-0.230412
-7e-06,0.000625387,-0.223783
-6.75e-06,0.000625387,-0.220468
-6.5e-06,0.000625387,-0.210523
-6.25e-06,0.000625387,-0.203893
-6e-06,0.000625387,-0.193948
-5.75e-06,0.000625387,-0.184003
-5.5e-06,-0.00267102,-0.180688
-5.25e-06,-0.00267102,-0.170744
-5e-06,-0.00267102,-0.160799
-4.75e-06,0.0039218,-0.157484
-4.5e-06,0.000625387,-0.150854
-4.25e-06,-0.00267102,-0.140909
-4e-06,0.0039218,-0.134279
-3.75e-06,0.0039218,-0.130964
-3.5e-06,0.000625387,-0.12102
-3.25e-06,0.00721821,-0.111075
-3e-06,0.0039218,-0.10113
-2.75e-06,0.000625387,-0.0911853
-2.5e-06,0.00721821,-0.0812405
-2.25e-06,0.000625387,-0.0746106
-2e-06,0.0039218,-0.0679807
-1.75e-06,0.0039218,-0.0613509
-1.5e-06,0.000625387,-0.0514061
-1.25e-06,0.000625387,-0.0381463
-1e-06,-0.00267102,-0.0282015
-7.5e-07,-0.00267102,-0.0248866
-5e-07,-0.00267102,-0.0182567
-2.5e-07,-0.00267102,-0.00831194
0,-0.00267102,-0.00168208
2.5e-07,-0.00596743,0.00163285
5e-07,-0.00926384,0.0148926
7.5e-07,-0.00926384,0.0215225
1e-06,-0.00267102,0.0281523
1.25e-06,-0.00267102,0.0380971
1.5e-06,-0.00596743,0.0480419
1.75e-06,-0.00596743,0.0579867
2e-06,-0.00596743,0.0646166
2.25e-06,-0.00267102,0.0712464
2.5e-06,-0.00267102,0.0811912
2.75e-06,-0.00267102,0.091136
3e-06,-0.00596743,0.101081
3.25e-06,-0.00596743,0.107711
3.5e-06,-0.00267102,0.124285
3.75e-06,0.000625387,0.130915
4e-06,0.0039218,0.137545
4.25e-06,0.000625387,0.144175
4.5e-06,0.000625387,0.15412
4.75e-06,0.000625387,0.16075
5e-06,-0.00267102,0.167379
5.25e-06,0.0039218,0.177324
5.5e-06,-0.00267102,0.180639
5.75e-06,0.000625387,0.187269
6e-06,-0.00267102,0.197214
6.25e-06,-0.00267102,0.203844
6.5e-06,-0.00596743,0.213789
6.75e-06,-0.00596743,0.220418
7e-06,-0.00926384,0.227048
7.25e-06,-0.00926384,0.233678
7.5e-06,-0.00596743,0.243623
7.75e-06,-0.00267102,0.243623
8e-06,-0.00926384,0.253568
8.25e-06,-0.00596743,0.263513
8.5e-06,-0.00596743,0.270142
8.75e-06,-0.00596743,0.276772
9e-06,-0.00596743,0.280087
9.25e-06,-0.00596743,0.290032
9.5e-06,-0.00926384,0.296662
9.75e-06,-0.00926384,0.306607
1e-05,-0.0125603,0.323181
1.025e-05,-0.00926384,0.336441
1.05e-05,-0.00926384,0.343071
1.075e-05,-0.00596743,0.346386
1.1e-05,-0.00596743,0.356331
1.125e-05,-0.00267102,0.372905
1.15e-05,-0.00267102,0.379535
1.175e-05,-0.00596743,0.38948
1.2e-05,-0.00596743,0.39611
1.225e-05,-0.00596743,0.399425
1.25e-05,-0.00926384,0.40274
1.275e-05,-0.00926384,0.412685
1.3e-05,-0.00596743,0.415999
1.325e-05,-0.00596743,0.422629
1.35e-05,-0.0125603,0.429259
1.375e-05,-0.00926384,0.442519
1.4e-05,-0.00926384,0.445834
1.425e-05,-0.00926384,0.462409
1.45e-05,-0.00926384,0.472353
1.475e-05,-0.00926384,0.478983
1.5e-05,-0.0158567,0.488928
1.525e-05,-0.0125603,0.498873
1.55e-05,-0.0125603,0.508818
1.575e-05,-0.00926384,0.515447
1.6e-05,-0.00596743,0.525392
1.625e-05,-0.00926384,0.532022
1.65e-05,-0.00596743,0.538652
1.675e-05,-0.00926384,0.541967
1.7e-05,-0.00926384,0.551912
1.725e-05,-0.0125603,0.561857
1.75e-05,-0.00926384,0.568486
1.775e-05,-0.0125603,0.575116
1.8e-05,-0.00926384,0.585061
1.825e-05,-0.00926384,0.591691
1.85e-05,-0.00596743,0.595006
1.875e-05,-0.00926384,0.601636
1.9e-05,-0.00926384,0.608266
1.925e-05,-0.00926384,0.611581
1.95e-05,-0.00926384,0.61821
1.975e-05,-0.0125603,0.628155
2e-05,-0.0125603,0.641415
2.025e-05,-0.0125603,0.65136
2.05e-05,-0.0125603,0.661304
2.075e-05,-0.0125603,0.677879
2.1e-05,-0.0125603,0.684509
2.125e-05,-0.00926384,0.694454
2.15e-05,-0.00926384,0.707714
2.175e-05,-0.00926384,0.714343
2.2e-05,-0.00926384,0.724288
2.225e-05,-0.00926384,0.734233
2.25e-05,-0.0125603,0.744178
2.275e-05,-0.0125603,0.744178
2.3e-05,-0.0125603,0.757438
2.325e-05,-0.0158567,0.767382
2.35e-05,-0.0125603,0.777327
2.375e-05,-0.0125603,0.780642
2.4e-05,-0.0125603,0.790587
2.425e-05,-0.0158567,0.800532
2.45e-05,-0.0158567,0.803847
2.475e-05,-0.0191531,0.807162
2.5e-05,-0.0224495,0.813791
2.525e-05,-0.0224495,0.820421
2.55e-05,-0.0158567,0.836996
2.575e-05,-0.0158567,0.846941
2.6e-05,-0.0191531,0.853571
2.625e-05,-0.0191531,0.853571
2.65e-05,-0.0191531,0.853571
2.675e-05,-0.0191531,0.86683
2.7e-05,-0.0224495,0.87346
2.725e-05,-0.0191531,0.883405
2.75e-05,-0.0191531,0.890035
2.775e-05,-0.0158567,0.896665
2.8e-05,-0.0191531,0.90661
2.825e-05,-0.0191531,0.909924
2.85e-05,-0.0224495,0.919869
2.875e-05,-0.0257459,0.929814
2.9e-05,-0.0224495,0.933129
2.925e-05,-0.0191531,0.939759
2.95e-05,-0.0158567,0.953019
2.975e-05,-0.0191531,0.962963
3e-05,-0.0191531,0.969593
3.025e-05,-0.0224495,0.982853
3.05e-05,-0.0158567,0.992798
3.075e-05,-0.0191531,0.996113
3.1e-05,-0.0158567,1.00937
3.125e-05,-0.0125603,1.02263
3.15e-05,-0.0191531,1.03258
3.175e-05,-0.0191531,1.04252
3.2e-05,-0.0191531,1.04915
3.225e-05,-0.0191531,1.05578
3.25e-05,-0.0191531,1.06241
3.275e-05,-0.0191531,1.06904
3.3e-05,-0.0257459,1.07899
3.325e-05,-0.0224495,1.09556
3.35e-05,-0.0257459,1.09556
3.375e-05,-0.0290423,1.10551
3.4e-05,-0.0290423,1.11545
3.425e-05,-0.0257459,1.1254
3.45e-05,-0.0224495,1.13534
3.475e-05,-0.0257459,1.13865
3.5e-05,-0.0257459,1.13865
3.525e-05,-0.0224495,1.14528
3.55e-05,-0.0224495,1.15191
3.575e-05,-0.0257459,1.15854
3.6e-05,-0.0224495,1.16517
3.625e-05,-0.0257459,1.17512
3.65e-05,-0.0290423,1.18175
3.675e-05,-0.0257459,1.19501
3.7e-05,-0.0257459,1.20164
3.725e-05,-0.0224495,1.20827
3.75e-05,-0.0257459,1.2149
3.775e-05,-0.0257459,1.22484
3.8e-05,-0.0290423,1.2381
3.825e-05,-0.0257459,1.24805
3.85e-05,-0.0257459,1.25468
3.875e-05,-0.0224495,1.26131
3.9e-05,-0.0191531,1.27457
3.925e-05,-0.0224495,1.2812
3.95e-05,-0.0224495,1.28783
3.975e-05,-0.0191531,1.29446
4e-05,-0.0224495,1.29777
4.025e-05,-0.0257459,1.3044
4.05e-05,-0.0224495,1.31766
4.075e-05,-0.0224495,1.31766
4.1e-05,-0.0191531,1.31766
4.125e-05,-0.0257459,1.32098
4.15e-05,-0.0257459,1.32761
4.175e-05,-0.0290423,1.32761
4.2e-05,-0.0290423,1.34087
4.225e-05,-0.0290423,1.35081
4.25e-05,-0.0224495,1.36407
4.275e-05,-0.0224495,1.37402
4.3e-05,-0.0257459,1.38064
4.325e-05,-0.0257459,1.38727
4.35e-05,-0.0290423,1.40053
4.375e-05,-0.0290423,1.41048
4.4e-05,-0.0290423,1.42042
4.425e-05,-0.0290423,1.43037
4.45e-05,-0.0290423,1.43037
4.475e-05,-0.0290423,1.44694
4.5e-05,-0.0290423,1.4602
4.525e-05,-0.0290423,1.46683
4.55e-05,-0.0290423,1.47346
4.575e-05,-0.0290423,1.47678
4.6e-05,-0.0323387,1.48341
4.625e-05,-0.0257459,1.48341
4.65e-05,-0.0290423,1.49335
4.675e-05,-0.0290423,1.49998
4.7e-05,-0.0257459,1.5033
4.725e-05,-0.0257459,1.50993
4.75e-05,-0.0257459,1.51987
4.775e-05,-0.0257459,1.52982
4.8e-05,-0.0290423,1.54639
4.825e-05,-0.0257459,1.54971
4.85e-05,-0.0290423,1.55634
4.875e-05,-0.0290423,1.56628
4.9e-05,-0.0257459,1.57291
4.925e-05,-0.0290423,1.58286
4.95e-05,-0.0257459,1.59612
4.975e-05,-0.0290423,1.60275
5e-05,-0.0290423,1.60938
5.025e-05,-0.0290423,1.61601
5.05e-05,-0.0323387,1.61601
5.075e-05,-0.0323387,1.61932
5.1e-05,-0.0323387,1.62926
5.125e-05,-0.0356351,1.63921
5.15e-05,-0.0290423,1.64584
5.175e-05,-0.0323387,1.64915
5.2e-05,-0.0290423,1.66241
5.225e-05,-0.0323387,1.66904
5.25e-05,-0.0290423,1.6823
5.275e-05,-0.0290423,1.68893
5.3e-05,-0.0290423,1.70219
5.325e-05,-0.0323387,1.70882
5.35e-05,-0.0356351,1.72208
5.375e-05,-0.0323387,1.72871
5.4e-05,-0.0356351,1.73866
5.425e-05,-0.0323387,1.74529
5.45e-05,-0.0323387,1.75192
5.475e-05,-0.0290423,1.75855
5.5e-05,-0.0290423,1.76849
5.525e-05,-0.0323387,1.76849
5.55e-05,-0.0323387,1.78175
5.575e-05,-0.0323387,1.78175
5.6e-05,-0.0323387,1.78838
5.625e-05,-0.0323387,1.7917
5.65e-05,-0.0356351,1.80164
5.675e-05,-0.0356351,1.80827
5.7e-05,-0.0389315,1.81159
5.725e-05,-0.0323387,1.82485
5.75e-05,-0.0356351,1.83811
5.775e-05,-0.0356351,1.84805
5.8e-05,-0.0290423,1.86131
5.825e-05,-0.0323387,1.86794
5.85e-05,-0.0290423,1.87457
5.875e-05,-0.0290423,1.88451
5.9e-05,-0.0323387,1.88451
5.925e-05,-0.0356351,1.89114
5.95e-05,-0.0323387,1.9044
5.975e-05,-0.0290423,1.91435
6e-05,-0.0290423,1.92429
6.025e-05,-0.0356351,1.93424
6.05e-05,-0.0356351,1.94418
6.075e-05,-0.0323387,1.95413
6.1e-05,-0.0323387,1.96076
6.125e-05,-0.0323387,1.96739
6.15e-05,-0.0323387,1.9707
6.175e-05,-0.0323387,1.97733
6.2e-05,-0.0257459,1.97733
6.225e-05,-0.0290423,1.98065
6.25e-05,-0.0323387,1.99059
6.275e-05,-0.0323387,1.99722
6.3e-05,-0.0356351,2.00717
6.325e-05,-0.0356351,2.0138
6.35e-05,-0.0389315,2.02374
6.375e-05,-0.0389315,2.03037
6.4e-05,-0.0356351,2.037
6.425e-05,-0.0356351,2.04363
6.45e-05,-0.0323387,2.05689
6.475e-05,-0.0323387,2.06352
6.5e-05,-0.0356351,2.07015
6.525e-05,-0.0356351,2.0801
6.55e-05,-0.0356351,2.09004
6.575e-05,-0.0356351,2.09667
6.6e-05,-0.0356351,2.09999
6.625e-05,-0.0356351,2.1033
6.65e-05,-0.0389315,2.10662
6.675e-05,-0.0389315,2.11325
6.7e-05,-0.0422279,2.11987
6.725e-05,-0.0422279,2.11987
6.75e-05,-0.0389315,2.1265
6.775e-05,-0.0389315,2.12982
6.8e-05,-0.0422279,2.13313
6.825e-05,-0.0356351,2.13976
6.85e-05,-0.0356351,2.15634
6.875e-05,-0.0356351,2.16297
6.9e-05,-0.0389315,2.17291
6.925e-05,-0.0389315,2.18286
6.95e-05,-0.0389315,2.1928
6.975e-05,-0.0422279,2.19943
7e-05,-0.0455243,2.20938
7.025e-05,-0.0422279,2.21601
7.05e-05,-0.0422279,2.22264
7.075e-05,-0.0422279,2.23921
7.1e-05,-0.0389315,2.23921
7.125e-05,-0.0422279,2.24916
7.15e-05,-0.0422279,2.2591
7.175e-05,-0.0389315,2.26573
7.2e-05,-0.0389315,2.27568
7.225e-05,-0.0455243,2.27899
7.25e-05,-0.0422279,2.28562
7.275e-05,-0.0422279,2.28894
7.3e-05,-0.0389315,2.29557
7.325e-05,-0.0356351,2.31214
7.35e-05,-0.0389315,2.31877
7.375e-05,-0.0389315,2.32872
7.4e-05,-0.0389315,2.33535
7.425e-05,-0.0389315,2.33866
7.45e-05,-0.0389315,2.34861
7.475e-05,-0.0389315,2.35192
7.5e-05,-0.0422279,2.35855
7.525e-05,-0.0422279,2.36849
7.55e-05,-0.0488208,2.37844
7.575e-05,-0.0455243,2.37844
7.6e-05,-0.0455243,2.38838
7.625e-05,-0.0488208,2.39833
7.65e-05,-0.0422279,2.40496
7.675e-05,-0.0389315,2.40827
7.7e-05,-0.0422279,2.41159
7.725e-05,-0.0389315,2.41159
7.75e-05,-0.0389315,2.42153
7.775e-05,-0.0389315,2.42816
7.8e-05,-0.0422279,2.42816
7.825e-05,-0.0422279,2.43148
7.85e-05,-0.0422279,2.43811
7.875e-05,-0.0455243,2.44474
7.9e-05,-0.0422279,2.44805
7.925e-05,-0.0422279,2.458
7.95e-05,-0.0455243,2.46794
7.975e-05,-0.0422279,2.47126
8e-05,-0.0422279,2.47457
8.025e-05,-0.0455243,2.4812
8.05e-05,-0.0422279,2.49115
8.075e-05,-0.0422279,2.49115
8.1e-05,-0.0422279,2.50109
8.125e-05,-0.0455243,2.51104
8.15e-05,-0.0455243,2.5243
8.175e-05,-0.0455243,2.53756
8.2e-05,-0.0455243,2.54419
8.225e-05,-0.0488208,2.56076
8.25e-05,-0.0521172,2.56739
8.275e-05,-0.0521172,2.58397
8.3e-05,-0.0488208,2.5906
8.325e-05,-0.0488208,2.59723
8.35e-05,-0.0455243,2.6138
8.375e-05,-0.0455243,2.62374
8.4e-05,-0.0455243,2.63369
8.425e-05,-0.0455243,2.637
8.45e-05,-0.0488208,2.64695
8.475e-05,-0.0488208,2.65689
8.5e-05,-0.0455243,2.66684
8.525e-05,-0.0488208,2.67347
8.55e-05,-0.0488208,2.6801
8.575e-05,-0.0488208,2.68673
8.6e-05,-0.0455243,2.69667
8.625e-05,-0.0455243,2.69999
8.65e-05,-0.0455243,2.7033
8.675e-05,-0.0455243,2.70662
8.7e-05,-0.0455243,2.70662
8.725e-05,-0.0488208,2.70993
8.75e-05,-0.0488208,2.71325
8.775e-05,-0.0455243,2.72319
8.8e-05,-0.0455243,2.72982
8.825e-05,-0.0455243,2.73314
8.85e-05,-0.0455243,2.73314
8.875e-05,-0.0455243,2.73977
8.9e-05,-0.0488208,2.7464
8.925e-05,-0.0455243,2.75303
8.95e-05,-0.0488208,2.76297
8.975e-05,-0.0521172,2.77623
9e-05,-0.0488208,2.78286
9.025e-05,-0.0488208,2.79612
9.05e-05,-0.0488208,2.80607
9.075e-05,-0.0488208,2.80938
9.1e-05,-0.0488208,2.81601
9.125e-05,-0.0521172,2.81601
9.15e-05,-0.0554136,2.81933
9.175e-05,-0.0488208,2.82596
9.2e-05,-0.0554136,2.82927
9.225e-05,-0.0554136,2.83922
9.25e-05,-0.0554136,2.84585
9.275e-05,-0.0554136,2.84585
9.3e-05,-0.0554136,2.86242
9.325e-05,-0.0521172,2.87236
9.35e-05,-0.0554136,2.88562
9.375e-05,-0.0554136,2.88894
9.4e-05,-0.0521172,2.9022
9.425e-05,-0.0488208,2.89888
9.45e-05,-0.0521172,2.91214
9.475e-05,-0.05871,2.91546
9.5e-05,-0.0521172,2.91877
9.525e-05,-0.0521172,2.9254
9.55e-05,-0.0521172,2.92872
9.575e-05,-0.0521172,2.93535
9.6e-05,-0.0521172,2.94529
9.625e-05,-0.0488208,2.94861
9.65e-05,-0.0521172,2.95192
9.675e-05,-0.0521172,2.95524
9.7e-05,-0.0554136,2.96518
9.725e-05,-0.0554136,2.9685
9.75e-05,-0.0521172,2.97513
9.775e-05,-0.0521172,2.98176
9.8e-05,-0.0554136,2.98839
9.825e-05,-0.0554136,2.99502
9.85e-05,-0.0521172,3.00165
9.875e-05,-0.0554136,3.01491
9.9e-05,-0.0554136,3.02154
9.925e-05,-0.0554136,3.02485
9.95e-05,-0.05871,3.02817
9.975e-05,-0.0554136,3.03148
0.0001,-0.0554136,3.03811
0.00010025,-0.0554136,3.04806
0.0001005,-0.0554136,3.05469
0.00010075,-0.0521172,3.058
0.000101,-0.0521172,3.06795
0.00010125,-0.0521172,3.08452
0.0001015,-0.0554136,3.08784
0.00010175,-0.0554136,3.1011
0.000102,-0.0554136,3.10441
0.00010225,-0.0521172,3.10772
0.0001025,-0.0554136,3.11104
0.00010275,-0.0521172,3.11104
0.000103,-0.0521172,3.11767
0.00010325,-0.0488208,3.12098
0.0001035,-0.0521172,3.13093
0.00010375,-0.0521172,3.14087
0.000104,-0.0554136,3.14087
0.00010425,-0.0521172,3.14419
0.0001045,-0.0521172,3.15413
0.00010475,-0.0554136,3.16739
0.000105,-0.0521172,3.17402
0.00010525,-0.0488208,3.18065
0.0001055,-0.0554136,3.1906
0.00010575,-0.0554136,3.19723
0.000106,-0.0521172,3.20386
0.00010625,-0.0554136,3.21049
0.0001065,-0.0554136,3.21712
0.00010675,-0.05871,3.21712
0.000107,-0.0521172,3.22706
0.00010725,-0.05871,3.23038
0.0001075,-0.0554136,3.24695
0.00010775,-0.05871,3.25027
0.000108,-0.05871,3.26353
0.00010825,-0.05871,3.27016
0.0001085,-0.0521172,3.27679
0.00010875,-0.0554136,3.28342
0.000109,-0.0521172,3.29336
0.00010925,-0.05871,3.29668
0.0001095,-0.0554136,3.29999
0.00010975,-0.05871,3.29999
0.00011,-0.05871,3.30331
0.00011025,-0.05871,3.30331
0.0001105,-0.05871,3.30994
0.00011075,-0.05871,3.31325
0.000111,-0.0554136,3.31988
0.00011125,-0.0554136,3.32651
0.0001115,-0.0554136,3.33646
0.00011175,-0.0554136,3.3464
0.000112,-0.05871,3.34972
0.00011225,-0.0620064,3.35634
0.0001125,-0.05871,3.36297
0.00011275,-0.0653028,3.37292
0.000113,-0.0653028,3.37623
0.00011325,-0.0620064,3.38618
0.0001135,-0.0620064,3.40275
0.00011375,-0.0653028,3.40607
0.000114,-0.0653028,3.4127
0.00011425,-0.0620064,3.41601
0.0001145,-0.0620064,3.41933
0.00011475,-0.05871,3.42927
0.000115,-0.0620064,3.44253
0.00011525,-0.05871,3.44585
0.0001155,-0.0620064,3.45248
0.00011575,-0.0620064,3.45579
0.000116,-0.0620064,3.45911
0.00011625,-0.0620064,3.45911
0.0001165,-0.0620064,3.46242
0.00011675,-0.0653028,3.46905
0.000117,-0.0653028,3.46905
0.00011725,-0.0620064,3.47568
0.0001175,-0.05871,3.47568
0.00011775,-0.0620064,3.48231
0.000118,-0.0620064,3.49226
0.00011825,-0.0620064,3.49889
0.0001185,-0.0620064,3.50552
0.00011875,-0.0620064,3.51215
0.000119,-0.0620064,3.51546
0.00011925,-0.0620064,3.52209
0.0001195,-0.0685992,3.52872
0.00011975,-0.0653028,3.53204
0.00012,-0.0653028,3.54198
0.00012025,-0.05871,3.54198
0.0001205,-0.0620064,3.54861
0.00012075,-0.0653028,3.55193
0.000121,-0.0620064,3.55856
0.00012125,-0.05871,3.56519
0.0001215,-0.0620064,3.57182
0.00012175,-0.05871,3.57513
0.000122,-0.0620064,3.58176
0.00012225,-0.0620064,3.58839
0.0001225,-0.0653028,3.59171
0.00012275,-0.0620064,3.59834
0.000123,-0.0653028,3.60165
0.00012325,-0.0620064,3.60496
0.0001235,-0.0653028,3.60828
0.00012375,-0.0620064,3.61491
0.000124,-0.0620064,3.62154
0.00012425,-0.05871,3.62817
0.0001245,-0.05871,3.63811
0.00012475,-0.0620064,3.64474
0.000125,-0.05871,3.64474
0.00012525,-0.05871,3.65137
0.0001255,-0.0620064,3.658
0.00012575,-0.0653028,3.66463
0.000126,-0.0620064,3.66795
0.00012625,-0.0653028,3.67458
0.0001265,-0.0653028,3.68784
0.00012675,-0.0620064,3.68784
0.000127,-0.0653028,3.7011
0.00012725,-0.0620064,3.71767
0.0001275,-0.0620064,3.72099
0.00012775,-0.0653028,3.72762
0.000128,-0.0653028,3.73093
0.00012825,-0.0653028,3.73093
0.0001285,-0.0653028,3.74088
0.00012875,-0.0685992,3.74751
0.000129,-0.0718956,3.75082
0.00012925,-0.0685992,3.75414
0.0001295,-0.0685992,3.76077
0.00012975,-0.0653028,3.77071
0.00013,-0.0653028,3.77403
0.00013025,-0.0685992,3.78066
0.0001305,-0.0653028,3.78729
0.00013075,-0.0554136,3.79392
0.000131,-0.0620064,3.79392
0.00013125,-0.0620064,3.79723
0.0001315,-0.0653028,3.79723
0.00013175,-0.0685992,3.80055
0.000132,-0.0620064,3.80386
0.00013225,-0.0653028,3.81712
0.0001325,-0.0718956,3.82707
0.00013275,-0.0685992,3.83701
0.000133,-0.0718956,3.84695
0.00013325,-0.0685992,3.85027
0.0001335,-0.0653028,3.86021
0.00013375,-0.075192,3.85027
0.000134,-0.0685992,3.85027
0.00013425,-0.0653028,3.8569
0.0001345,-0.0653028,3.86684
0.00013475,-0.0653028,3.87347
0.000135,-0.0653028,3.87347
0.00013525,-0.0653028,3.87679
0.0001355,-0.0620064,3.88342
0.00013575,-0.0653028,3.89336
0.000136,-0.0718956,3.89999
0.00013625,-0.0685992,3.90662
0.0001365,-0.0718956,3.91988
0.00013675,-0.0685992,3.9232
0.000137,-0.075192,3.92651
0.00013725,-0.0718956,3.93314
0.0001375,-0.0685992,3.93977
0.00013775,-0.0653028,3.93977
0.000138,-0.0653028,3.94309
0.00013825,-0.0653028,3.94309
0.0001385,-0.0685992,3.9464
0.00013875,-0.0685992,3.95635
0.000139,-0.0718956,3.95966
0.00013925,-0.075192,3.97292
0.0001395,-0.075192,3.97955
0.00013975,-0.075192,3.98618
0.00014,-0.0784884,3.98618
0.00014025,-0.0718956,3.99281
0.0001405,-0.075192,3.99944
0.00014075,-0.075192,4.00607
0.000141,-0.0718956,4.01602
0.00014125,-0.0718956,4.01933
0.0001415,-0.0718956,4.02928
0.00014175,-0.0718956,4.03591
0.000142,-0.0718956,4.03259
0.00014225,-0.075192,4.02928
0.0001425,-0.0718956,4.03591
0.00014275,-0.0784884,4.03591
0.000143,-0.0718956,4.03922
0.00014325,-0.0718956,4.04254
0.0001435,-0.075192,4.04917
0.00014375,-0.0784884,4.0558
0.000144,-0.0718956,4.06574
0.00014425,-0.0718956,4.06906
0.0001445,-0.0718956,4.079
0.00014475,-0.0718956,4.08232
0.000145,-0.0653028,4.08232
0.00014525,-0.0685992,4.08563
0.0001455,-0.0718956,4.08563
0.00014575,-0.0718956,4.09557
0.000146,-0.075192,4.09557
0.00014625,-0.075192,4.1022
0.0001465,-0.0718956,4.1022
0.00014675,-0.0685992,4.10552
0.000147,-0.0685992,4.11546
0.00014725,-0.0718956,4.11546
0.0001475,-0.0718956,4.12872
0.00014775,-0.0718956,4.13204
0.000148,-0.0718956,4.13867
0.00014825,-0.0718956,4.14861
0.0001485,-0.075192,4.15856
0.00014875,-0.075192,4.16519
0.000149,-0.0718956,4.1685
0.00014925,-0.0718956,4.17182
0.0001495,-0.0685992,4.17845
0.00014975,-0.075192,4.18176
0.00015,-0.075192,4.18176
0.00015025,-0.0784884,4.18839
0.0001505,-0.075192,4.19171
0.00015075,-0.075192,4.19834
0.000151,-0.0718956,4.20497
0.00015125,-0.0718956,4.21491
0.0001515,-0.0784884,4.22486
0.00015175,-0.075192,4.22486
0.000152,-0.075192,4.22817
0.00015225,-0.0784884,4.23149
0.0001525,-0.0784884,4.23812
0.00015275,-0.075192,4.24475
0.000153,-0.0784884,4.24806
0.00015325,-0.075192,4.25801
0.0001535,-0.0784884,4.26132
0.00015375,-0.075192,4.26795
0.000154,-0.075192,4.2779
0.00015425,-0.0718956,4.27458
0.0001545,-0.075192,4.27127
0.00015475,-0.075192,4.2779
0.000155,-0.0718956,4.2779
0.00015525,-0.0784884,4.28121
0.0001555,-0.0784884,4.28784
0.00015575,-0.0784884,4.29116
0.000156,-0.075192,4.29779
0.00015625,-0.0784884,4.3011
0.0001565,-0.0784884,4.31105
0.00015675,-0.075192,4.32099
0.000157,-0.075192,4.33094
0.00015725,-0.075192,4.33757
0.0001575,-0.075192,4.33425
0.00015775,-0.075192,4.33757
0.000158,-0.0784884,4.33757
0.00015825,-0.075192,4.34419
0.0001585,-0.0817849,4.34751
0.00015875,-0.0817849,4.34419
0.000159,-0.0850813,4.34088
0.00015925,-0.0817849,4.35082
0.0001595,-0.075192,4.35745
0.00015975,-0.075192,4.37071
0.00016,-0.075192,4.38066
0.00016025,-0.075192,4.38066
0.0001605,-0.0784884,4.38729
0.00016075,-0.075192,4.39392
0.000161,-0.075192,4.40386
0.00016125,-0.075192,4.41049
0.0001615,-0.075192,4.41049
0.00016175,-0.075192,4.42044
0.000162,-0.0784884,4.42375
0.00016225,-0.0784884,4.42044
0.0001625,-0.0817849,4.42375
0.00016275,-0.0784884,4.42044
0.000163,-0.0784884,4.42044
0.00016325,-0.0784884,4.41712
0.0001635,-0.0817849,4.41712
0.00016375,-0.0784884,4.42044
0.000164,-0.0784884,4.4337
0.00016425,-0.0784884,4.44033
0.0001645,-0.0817849,4.44696
0.00016475,-0.0784884,4.45359
0.000165,-0.0784884,4.46022
0.00016525,-0.0817849,4.46022
0.0001655,-0.0784884,4.4569
0.00016575,-0.0817849,4.46353
0.000166,-0.0784884,4.46685
0.00016625,-0.075192,4.47016
0.0001665,-0.0817849,4.48342
0.00016675,-0.0817849,4.49005
0.000167,-0.0883777,4.5
0.00016725,-0.0817849,4.5
